CT_crop_FAO_Food_Group_clean,diversification_spatial_temporal_theme,biomass_management_practice,nutrient_management_practice,soil_management_theme,active_groups,water_management_practice,impact,n,neg,pos
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Soil Quality,6,0.5,0.5
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Zero Tillage,soil_management,NA,Product Yield,8,0.125,0.875
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Zero Tillage,soil_management,NA,Soil Quality,4,0.5,0.5
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Costs,10,0,1
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Economic Performance,5,0.6,0.4
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Income,10,0.1,0.9
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Non-Product Yield,34,0.35294117647058826,0.6470588235294118
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Product Yield,21,0.23809523809523808,0.7619047619047619
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Soil Quality,6,0.8333333333333334,0.16666666666666666
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Costs,6,0,1
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Economic Performance,3,0.6666666666666666,0.3333333333333333
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Income,6,0.16666666666666666,0.8333333333333334
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Non-Product Yield,15,0.2,0.8
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Product Yield,9,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Income,11,0.36363636363636365,0.6363636363636364
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Non-Product Yield,10,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,14,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,2,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,2,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management..diversification_temporal,NA,Product Yield,8,0.125,0.875
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..nutrient_management..soil_management,NA,Product Yield,216,0.6712962962962963,0.3287037037037037
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,diversification_spatial..nutrient_management,NA,Product Yield,6,0,1
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Income,11,0.18181818181818182,0.8181818181818182
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Non-Product Yield,10,0.9,0.1
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Product Yield,12,0.75,0.25
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Income,11,0.8181818181818182,0.18181818181818182
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Non-Product Yield,10,0.7,0.3
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Product Yield,12,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,16,0.5625,0.4375
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,5,0.4,0.6
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,20,0.4,0.6
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,30,0.03333333333333333,0.9666666666666667
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Product Yield,5,1,0
Cereals..Leguminous crops,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,81,0.024691358024691357,0.9753086419753086
Cereals..Leguminous crops..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,14,0,1
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0.1,0.9
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0,1
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0.04,0.96
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,20,0.2,0.8
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues retained_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,135,0.14814814814814814,0.8518518518518519
