CT_crop_FAO_Food_Group_clean,diversification_spatial_temporal_theme,biomass_management_practice,nutrient_management_practice,soil_management_theme,active_groups,water_management_practice,impact,n,neg,pos
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Soil Quality,25,0.56,0.44
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,14,0.07142857142857142,0.9285714285714286
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Soil Quality,27,0,1
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,14,0.07142857142857142,0.9285714285714286
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Soil Quality,27,0.18518518518518517,0.8148148148148148
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Costs,15,0.8,0.2
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Income,30,0.06666666666666667,0.9333333333333333
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,33,0.06060606060606061,0.9393939393939394
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Soil Quality,30,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Costs,7,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Economic Performance,9,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Income,7,0.2857142857142857,0.7142857142857143
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Labour,8,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Product Yield,9,0.5555555555555556,0.4444444444444444
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Costs,21,0.9523809523809523,0.047619047619047616
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Economic Performance,15,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Efficiency,48,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Income,21,0.38095238095238093,0.6190476190476191
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Labour,18,0.9444444444444444,0.05555555555555555
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Product Yield,90,0.36666666666666664,0.6333333333333333
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Soil Quality,6,0,1
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (woody/other),NA,NA,biomass_management,NA,Efficiency,16,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (woody/other),NA,NA,biomass_management,NA,Product Yield,64,0.546875,0.453125
Cereals,NA,C: Crop residues removed_vs_T: Plastic mulch,NA,NA,biomass_management,NA,Efficiency,32,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Plastic mulch,NA,NA,biomass_management,NA,Product Yield,16,0,1
Cereals,NA,C: Crop residues removed_vs_T: Plastic mulch,NA,NA,biomass_management,NA,Soil Quality,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Tree pruning incorporated,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,6,0,1
Cereals,NA,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management,NA,Efficiency,32,1,0
Cereals,NA,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management,NA,Product Yield,130,0.24615384615384617,0.7538461538461538
Cereals,NA,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management,NA,Soil Quality,64,0.40625,0.59375
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..nutrient_management,NA,Product Yield,4,0,1
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,8,0,1
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,8,0,1
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Product Yield,3,0,1
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Soil Quality,6,0.6666666666666666,0.3333333333333333
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,C: Reduced Tillage + Conventional Tillage_vs_T: Reduced Tillage + Conventional Tillage,biomass_management..soil_management,NA,Product Yield,4,0,1
Cereals,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,C: Reduced Tillage + Conventional Tillage_vs_T: Reduced Tillage + Conventional Tillage,biomass_management..soil_management,NA,Soil Quality,6,0,1
Cereals,NA,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Non-Product Yield,6,0.5,0.5
Cereals,NA,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,5,0.6,0.4
Cereals,NA,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,12,0,1
Cereals,NA,C: Organic mulch (unspecified)_vs_T: Organic mulch (unspecified),C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..nutrient_management,NA,Non-Product Yield,1,0,1
Cereals,NA,C: Organic mulch (unspecified)_vs_T: Organic mulch (unspecified),C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..nutrient_management,NA,Product Yield,1,0,1
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Biodiversity,18,0.3333333333333333,0.6666666666666666
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Product Yield,6,0,1
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Costs,19,0.631578947368421,0.3684210526315789
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Economic Performance,3,0,1
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Income,30,0.03333333333333333,0.9666666666666667
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Non-Product Yield,12,0.08333333333333333,0.9166666666666666
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,752,0.22739361702127658,0.7726063829787234
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Costs,24,0.75,0
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Economic Performance,15,0.8666666666666667,0.13333333333333333
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Income,42,0.6904761904761905,0.16666666666666666
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Product Yield,18,0.8333333333333334,0.16666666666666666
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Full irrigation,Costs,24,0.125,0
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Full irrigation,Income,42,0,0.07142857142857142
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Costs,24,0.125,0
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Income,42,0,0.07142857142857142
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Costs,2,0,1
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Product Yield,13,0,1
Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar,NA,nutrient_management,NA,Carbon Stocks,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar,NA,nutrient_management,NA,Emissions,4,0.75,0.25
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar,NA,nutrient_management,NA,Product Yield,40,0.55,0.45
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar,NA,nutrient_management,NA,Soil Quality,63,0.1111111111111111,0.8888888888888888
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,nutrient_management,NA,Carbon Stocks,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,nutrient_management,NA,Emissions,4,0.75,0.25
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,57,0.17543859649122806,0.8245614035087719
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,nutrient_management,NA,Soil Quality,9,0.1111111111111111,0.8888888888888888
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer + Organic Fertilizer,NA,nutrient_management,NA,Product Yield,24,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Biochar + Organic Fertilizer,NA,nutrient_management,NA,Product Yield,6,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Economic Performance,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Income,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Non-Product Yield,8,0.25,0.75
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Product Yield,5,0.2,0.8
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Soil Quality,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Liming_vs_T: Liming,nutrient_management..soil_management,NA,Product Yield,9,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Economic Performance,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Income,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Non-Product Yield,5,0.2,0.8
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Non-Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Product Yield,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Soil Quality,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Biodiversity,162,0.6172839506172839,0.38271604938271603
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Carbon Stocks,7,0.5714285714285714,0.42857142857142855
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Costs,70,0.05714285714285714,0.9428571428571428
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Economic Performance,16,0.625,0.375
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Efficiency,52,0.019230769230769232,0.9807692307692307
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Emissions,30,0.8,0.2
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Gender Equity,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Income,158,0.0949367088607595,0.9050632911392406
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Labour,19,0.3684210526315789,0.631578947368421
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Non-Product Yield,104,0.2403846153846154,0.7596153846153846
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,942,0.14118895966029724,0.8588110403397028
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Soil Quality,1430,0.4552447552447552,0.5447552447552447
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Deficit Irrigation_vs_T: Full irrigation,Costs,12,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Deficit Irrigation_vs_T: Full irrigation,Income,24,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Deficit Irrigation_vs_T: Full irrigation,Product Yield,12,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Costs,12,0.25,0.25
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Income,24,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Deficit Irrigation,Product Yield,12,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Full irrigation,Efficiency,4,0,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Full irrigation_vs_T: Supplemental Irrigation,Efficiency,4,0.5,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management..water_management,C: Rainfed agriculture_vs_T: Rainfed agriculture,Soil Quality,6,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Economic Performance,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Income,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Non-Product Yield,8,0.25,0.75
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Product Yield,5,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Soil Quality,2,0.5,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Economic Performance,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Income,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Non-Product Yield,5,0.2,0.8
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management,NA,Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Non-Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Product Yield,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Soil Quality,2,0.5,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Costs,14,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Efficiency,4,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Emissions,8,0.875,0.125
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Income,28,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Non-Product Yield,11,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Product Yield,107,0.1308411214953271,0.8691588785046729
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Soil Quality,857,0.45274212368728123,0.5472578763127188
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Economic Performance,1,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Income,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Non-Product Yield,8,0.125,0.875
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Product Yield,5,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,nutrient_management..soil_management,NA,Soil Quality,2,0.5,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Non-Product Yield,3,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Product Yield,2,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,C: Reduced Tillage_vs_T: Reduced Tillage,nutrient_management..soil_management..water_management,C: Microcatchments_vs_T: Microcatchments,Soil Quality,2,0.5,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Biodiversity,972,0.4022633744855967,0.5977366255144033
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Carbon Stocks,2,0.5,0.5
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Costs,9,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Economic Performance,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Emissions,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Income,24,0.041666666666666664,0.9583333333333334
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Labour,2,1,0
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Non-Product Yield,39,0.07692307692307693,0.9230769230769231
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Product Yield,166,0.1686746987951807,0.8313253012048193
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Soil Quality,77,0.07792207792207792,0.922077922077922
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Costs,13,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Income,26,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Non-Product Yield,4,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,57,0,1
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Soil Quality,46,0.06521739130434782,0.9347826086956522
Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Unspecified,NA,nutrient_management,NA,Labour,3,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Biodiversity,16,0.4375,0.5625
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Costs,4,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Economic Performance,2,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Income,4,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Non-Product Yield,10,0.2,0.8
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management,NA,Product Yield,6,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management..water_management,C: Contour bunding_vs_T: Contour bunding,Efficiency,10,0.5,0.5
